ID,FORM,SEGM,XPOSTAG
o.col3.13'.2,4(disz),4(disz)[one],NU
o.col3.13'.3,...,_[_],_
o.col3.13'.4,n(bur3),_(bur)[unit],N
o.col3.13'.5,n(esze3),_(esze)[unit],N
o.col3.13'.6,n(iku),_(iku)[unit],N
o.col3.13'.7,GAN2,gana[field],N
o.col3.13'.8,uru4,uru[cultivate]-a,NF.V.PT
o.col3.13'.9,sze,sze[barley],N
o.col3.13'.10,nu-e3,nu-e[sow][-ed],NEG.NF.V.F
o.col4.1.1,...,_[_],_
r.col1.1.1,...,_[_],_
r.col2.1.1,...,_[_],_
r.col3.1.1,lu2-{d}nin-ildu3:ma,Luninildama[1],PN
r.col3.2.1,u3,u[and],CNJ
r.col3.2.2,ur-{d}lamma-ke4,Urlamma[1]-e,PN.ERG
r.col3.3.1,ib2-gid2,i-b-gid[survey][-ø],FIN.3-SG-NH-L3.V.3-SG-S
r.col3.4.1,...,_[_],_
r.col4.1.1,usz-gid2-da,Uszgida[1],FN
r.col4.2.1,nig2-gal2-la,niggala[possessions],N
r.col4.3.1,gir2-su{ki},Girsu[1][-ak],SN.GEN
r.col4.4.1,giri3,giri[foot],N
r.col4.4.2,inim-{d}szara2,Inimszara[1],PN
r.col4.4.3,sa12-du5,sagDUN[land_recorder][-ak],N.GEN
r.col4.5.1,...,_[_],_
o.1.1,1(u),1(u)[ten],NU
o.1.2,gu2,gun[unit],N
o.1.3,pa,pa[branch],N
o.1.4,{gesz}ma:nu,manu[wood][-ak][-ø],N.GEN.ABS
o.2.1,e2-kikken2,ekinkin[mill],N
o.2.2,ba-ba,baba[porridge],N
o.2.3,saga,saga[good][-ø][-ak][-ø],NF.V.ABS.GEN.ABS
o.3.1,ki,ki[place],N
o.3.2,e2-ur2-bi-du10-ta,E'urbidu[1][-ak]-ta,PN.GEN.ABL
o.4.1,na-ba-sa2,Nabasa[1][-e],PN.ERG
o.4.2,szu,szu[hand][-e],N.L3-NH
o.4.3,ba-ti,ba[-n]-teg[accept][-ø],MID.3-SG-H-A.V.3-SG-P
r.1.1,kiszib3,kiszib[seal],N
r.1.2,ku3-{d}nin-ur4-ra,Kugninura[1][-ak],PN.GEN
r.2.1,sza3,szag[heart],N
r.2.2,bala-a,bala[tax][-ak]-'a,N.GEN.L1
r.3.1,mu,mu[year],N
r.3.2,{d}i-bi2-{d}suen,Ibbisuen[1],RN
r.3.3,lugal,lugal[king][-am],N.COP-3-SG
s1.1.1,ku3-{d}nin-ur4-ra,Kugninura[1],PN
s1.2.1,dub-sar,dubsar[scribe],N
s1.3.1,dumu,dumu[child],N
s1.3.2,na-silim,Nasilim[1][-ak],PN.GEN
o.1.1,1(disz),1(disz)[one],NU
o.1.2,gu4,gud[ox],N
o.1.3,niga,niga[fattened][-ø],NF.V.ABS
o.2.1,1(u),1(u)[ten],NU
o.2.2,gu4,gud[ox],N
o.2.3,u2,u[grass],N
o.3.1,mu-kux(DU),mukur[delivery][-ø],N.ABS
o.3.2,lugal,lugal[king][-ra],N.DAT-H
o.4.1,ki,ki[place],N
o.4.2,na-sa6-ta,Nasa[1][-ak]-ta,PN.GEN.ABL
o.5.1,ur-{d}ba-ba6,Urbaba[1][-e],PN.ERG
r.1.1,i3-dab5,i[-n]-dab[seize][-ø],FIN.3-SG-H-A.V.3-SG-P
r.2.1,iti,iti[month],N
r.2.2,a2-ki-ti,Akiti[1][-'a],MN.L1
r.3.1,mu,mu[year],N
r.3.2,us2-sa,us[follow]-a,NF.V.PT
r.3.3,ki-masz{ki},Kimasz[1][-ø],SN.ABS
r.3.4,ba-hul-a,ba-hulu[destroy][-ø]-a,MID.V.3-SG-S.SUB
r.3.5,mu,mu[year],N
r.3.6,us2-sa-bi,us[follow]-a-bi,NF.V.PT.3-SG-NH-POSS
o.1.1,2(gesz2),2(gesz)[sixty],NU
o.1.2,1(u),1(u)[ten],NU
o.1.3,2(disz),2(disz)[one],NU
o.1.4,u8,u[ewe],N
o.1.5,bar-gal2,bargal[fleeced_sheep],N
o.2.1,8(disz),8(disz)[one],NU
o.2.2,u8,u[ewe],N
o.2.3,bar-su,barsuga[without_fleece][-ø],NF.V.ABS
o.3.1,3(u),3(u)[ten],NU
o.3.2,7(disz),7(disz)[one],NU
o.3.3,udu,udu[sheep],N
o.3.4,bar-gal2,bargal[fleeced_sheep],N
o.4.1,2(disz),2(disz)[one],NU
o.4.2,udu,udu[sheep],N
o.4.3,bar-su,barsuga[without_fleece][-ø],NF.V.ABS
o.5.1,giri3,giri[foot],N
o.5.2,...,_[_],_
o.5.3,szusz3,kusz[cattle_manager][-ak],N.GEN
o.6.1,2(gesz2),2(gesz)[sixty],NU
o.6.2,u8,u[ewe],N
o.6.3,bar-gal2,bargal[fleeced_sheep],N
o.7.1,3(disz),3(disz)[one],NU
o.7.2,u8,u[ewe],N
o.7.3,bar-su,barsuga[without_fleece][-ø],NF.V.ABS
o.8.1,x,_[_],_
o.8.2,udu,udu[sheep],N
o.8.3,bar-gal2,bargal[fleeced_sheep],N
o.9.1,x,_[_],_
o.9.2,udu,udu[sheep],N
o.9.3,bar-su,barsuga[without_fleece][-ø],NF.V.ABS
o.10.1,...-x,_[_],_
o.10.2,szusz3,kusz[cattle_manager][-ak],N.GEN
o.11.1,...,_[_],_
o.12.1,...,_[_],_
o.13.1,...,_[_],_
o.13.2,x,_[_],_
o.14.1,...,_[_],_
o.14.2,x,_[_],_
o.15.1,...,_[_],_
o.15.2,x,_[_],_
o.16.1,...,_[_],_
o.16.2,x,_[_],_
r.1.1,1(u),1(u)[ten],NU
r.1.2,2(disz),2(disz)[one],NU
r.1.3,udu,udu[sheep],N
r.2.1,5(u),5(u)[ten],NU
r.2.2,u8,u[ewe],N
r.3.1,giri3,giri[foot],N
r.3.2,{d}nanna-ki-ag2,Nannaki'ag[1],N
r.3.3,szusz3,kusz[cattle_manager][-ak],N.GEN
r.4.1,udu,udu[sheep],N
r.4.2,a-lum,aslum[sheep_type],N
r.4.3,gukkal,gukkal[fat-tailed_sheep],N
r.5.1,1(u),1(u)[ten],NU
r.5.2,ud5,uzud[goat],N
r.5.3,giri3,giri[foot],N
r.5.4,ba-a-ba-lum,Bayabalum[1],PN
r.5.5,szusz3,kusz[cattle_manager][-ak],N.GEN
r.6.1,3(disz),3(disz)[one],NU
r.7.1,a-ra2,ara[times],N
r.7.2,2(disz)-kam,2(disz)[one]-ak-am,NU.GEN.COP-3-SG
r.8.1,9(gesz2),9(gesz)[sixty],NU
r.9.1,szu-gid2,szugid[animal_designation],N
r.9.2,ki,ki[place],N
r.9.3,ur-mes,Urmes[1],PN
r.9.4,ensi2,ensik[ruler],N
r.9.5,iri-sa12-rig7{ki}-ta,Irisagrig[1][-ak][-ak]-ta,SN.GEN.GEN.ABL
o.1.1,5(disz),5(disz)[one],NU
o.1.2,sila3,sila[unit],N
o.1.3,kasz,kasz[beer],N
o.1.4,3(disz),3(disz)[one],NU
o.1.5,sila3,sila[unit],N
o.1.6,ninda,ninda[bread],N
o.2.1,2(disz),2(disz)[one],NU
o.2.2,gin2,gig[unit],N
o.2.3,i3,i[oil],N
o.3.1,lugal-ni-mah,Lugalnimah[1][-ra],PN.DAT-H
o.4.1,5(disz),5(disz)[one],NU
o.4.2,sila3,sila[unit],N
o.4.3,kasz,kasz[beer],N
o.4.4,3(disz),3(disz)[one],NU
o.4.5,sila3,sila[unit],N
o.4.6,ninda,ninda[bread],N
o.5.1,2(disz),2(disz)[one],NU
o.5.2,gin2,gig[unit],N
o.5.3,i3,i[oil],N
o.6.1,lugal-si-sa2,Lugalsisa[1][-ra[,PN.DAT-H
r.1.1,5(disz),5(disz)[one],NU
r.1.2,sila3,sila[unit],N
r.1.3,kasz,kasz[beer],N
r.1.4,3(disz),3(disz)[one],NU
r.1.5,sila3,sila[unit],N
r.1.6,ninda,ninda[bread],N
r.2.1,2(disz),2(disz)[one],NU
r.2.2,gin2,gig[unit],N
r.2.3,i3,i[oil],N
r.3.1,{d}nanna-zi,Nannazi[1][-ra],PN.DAT-H
r.4.1,5(disz),5(disz)[one],NU
r.4.2,sila3,sila[unit],N
r.4.3,kasz,kasz[beer],N
r.4.4,3(disz),3(disz)[one],NU
r.4.5,sila3,sila[unit],N
r.4.6,ninda,ninda[bread],N
r.5.1,2(disz),2(disz)[one],NU
r.5.2,gin2,gig[unit],N
r.5.3,i3,i[oil],N
r.6.1,er3-ra-ur-sag,Era'ursag[1][-ra],PN.DAT-H
r.7.1,iti,iti[month],N
r.7.2,szu-numun,Szunumun[1][-'a],MN.L1
r.8.1,mu,mu[year],N
r.8.2,en,en[priest],N
r.8.3,eridu{ki},Eridug[1][-ak][-ø],SN.GEN.ABS
r.8.4,ba-a-hun,ba-hug[hire][-ø],MID.V.3-SG-S
o.1.1,3(disz),3(disz)[one],NU
o.1.2,tug2,tug[textile],N
o.1.3,ba-zi,Bazi[1],PN
o.1.4,engar,engar[farmer],N
o.2.1,ur-{gesz}gigir,Urgigir[1],PN.GEN
o.2.2,nu-banda3-da,nubanda[overseer]-da,N.COM
o.2.3,maszkim,maszkim[administrator],N
o.3.1,1(disz),1(disz)[one],NU
o.3.2,tug2,tug[textile],N
o.3.3,da-a-gi4,Dayagi[1],PN
o.3.4,nu-banda3-gu4,nubandagu[ox_overseer],N
o.4.1,1(disz),1(disz)[one],NU
o.4.2,tug2,tug[textile],N
o.4.3,la-a-mu,Layamu[1],PN
o.4.4,iszib,iszib[priest],N
o.5.1,1(disz),1(disz)[one],NU
o.5.2,tug2,tug[textile],N
o.5.3,ur-{d}utu,Urutu[1],PN
o.5.4,iszib,iszib[priest],N
o.6.1,1(disz),1(disz)[one],NU
o.6.2,tug2,tug[textile],N
o.6.3,lugal-nesag-e,Lugalnesage[1],PN
o.6.4,giri17-dab5,giridab[driver],N
o.1.1,1(disz),1(disz)[one],NU
o.1.2,udu,udu[sheep],N
o.1.3,kur-ra,kur[mountain]-ak[-ø],N.GEN.ABS
o.1.4,ba-usz2,ba-usz[die][-ø],MID.V.3-SG-S
o.2.1,ki,ki[place],N
o.2.2,ur-ru-ta,Urru[1][-ak]-ta,PN.GEN.ABL
o.3.1,a-kal-la,Akala[1][-e],PN.ERG
o.3.2,szu,szu[hand][-e],N.L3-NH
o.3.3,ba-ti,ba[-n]-teg[accept][-ø],MID.3-SG-H-A.V.3-SG-P
r.4.1,iti,iti[month],N
r.4.2,nesag,Nesag[1][-'a],MN.L1
r.5.1,mu,mu[year],N
r.5.2,{d}szul-gi,Szulgir[1],RN
r.5.3,lugal-e,lugal[king]-e,N.ERG
r.5.4,bad3,bad[wall],N
r.5.5,ma-da,mada[land][-ak][-ø],N.GEN.ABS
r.5.6,mu-du3,mu[-n]-du[build][-ø],VEN.3-SG-H-A.V.3-SG-P
s1.1.1,a-kal-la,Akala[1],PN
s1.2.1,dub-sar,dubsar[scribe],N
s1.3.1,dumu,dumu[child],N
s1.3.2,ur-nigar{gar},Urnigar[1],PN
s1.3.3,szusz3,kusz[cattle_manager][-ak],N.GEN
a.1.1,ur-{d}lamma,Urlamma[1],PN
a.2.1,dumu,dumu[child],N
a.2.2,lu2-gu-la,Lugula[1],PN
a.3.1,x,_[_],_
a.3.2,sza3-ba-na-sig,Szabanasig[1][-ak][-ak],PN.GEN.GEN
o.1.1,1(disz),1(disz)[one],NU
o.1.2,sila4,sila[lamb],N
o.1.3,{d}en-lil2,Enlil[1][-ra],DN.DAT-H
o.2.1,1(disz),1(disz)[one],NU
o.2.2,sila4,sila[lamb],N
o.2.3,{d}nin-lil2,Ninlil[1][-ra],DN.DAT-H
o.3.1,mu-kux(DU),mukur[delivery],N
o.3.2,szesz-da-da,Szeszdada[1],PN
o.3.3,sanga,sagga[temple_administrator][-ak],N.GEN
o.4.1,1(disz),1(disz)[one],NU
o.4.2,sila4,sila[lamb],N
o.4.3,{d}utu,Utu[1][-ra],DN.DAT-H
o.5.1,mu-kux(DU),mukur[delivery],N
o.5.2,ur-{d}iszkur,Uriszkur[1][-ak],PN.GEN
o.6.1,zabar-dab5,zabardab[official][-ø],N.ABS
o.6.2,maszkim,maszkim[administrator][-ø],N.ABS
o.7.1,3(disz),3(disz)[one],NU
o.7.2,udu,udu[sheep],N
o.7.3,5(disz),5(disz)[one],NU
o.7.4,u8,u[ewe],N
r.1.1,3(disz),3(disz)[one],NU
r.1.2,masz2-gal,maszgal[billy_goat],N
r.2.1,szu-gid2,szugid[animal_designation],N
r.2.2,e2-muhaldim-sze3,emuhaldim[kitchen]-sze,N.TERM
r.3.1,u4,ud[day],N
r.3.2,2(disz)-kam,2(disz)[one]-ak-am,NU.GEN.COP-3-SG
r.4.1,zi-ga,zig[expend]-a,NF.V.PT
r.4.2,iti,iti[month],N
r.4.3,szu-esz-sza,Szu'eszsza[1][-'a],MN.L1
r.5.1,mu,mu[year],N
r.5.2,si-mu-ru-um{ki},Simurrum[1],SN
r.5.3,u3,u[and],CNJ
r.5.4,lu-lu-bu{ki},Lulubu[1][-ø],SN.ABS
r.5.5,a-ra2,ara[times],N
r.5.6,1(u),1(u)[ten],NU
r.5.7,la2,la[hang][-ø],NF.V.ABS
r.5.8,1(disz)-kam-ma-asz,1(disz)[one]-ak-am-sze,NU.GEN.COP-3-SG.TERM
r.5.9,ba-hul,ba-hulu[destroy][-ø],MID.V.3-SG-S
o.1.1,1(u),1(u)[ten],NU
o.1.2,sze,sze[barley],N
o.1.3,gur,gur[unit],N
o.2.1,szuku,szukur[ration],N
o.2.2,{d}nanna-he2-gal2,Nannahegal[1],PN
o.2.3,szandana,szandanak[gardenner][-ra],N.DAT-H
o.3.1,3(asz),3(asz)[one],NU
o.3.2,gur,gur[unit],N
o.3.3,szuku,szukur[ration],N
o.3.4,ur-ku3-nun-na,Urkununa[1],PN
o.3.5,lu2,lu[person],N
o.3.6,azlag2,azlag[fuller][-ra],N.DAT-H
o.4.1,3(asz),3(asz)[one],NU
o.4.2,gur,gur[unit],N
o.4.3,szuku,szukur[ration],N
o.4.4,in-x-x,Inxx[1][-ra],PN.DAT-H
o.5.1,6(asz),6(asz)[one],NU
o.5.2,gur,gur[unit],N
o.5.3,szuku,szukur[ration],N
o.5.4,puzur4-{d}|GISZxX|,_[1],PN
o.5.5,ra2-gaba,ragaba[rider][-ra],N.DAT-H
r.1.1,ki,ki[place],N
r.1.2,ur-i-sza-ta,Urisza[1][-ak]-ta,PN.GEN.ABL
r.2.1,ba-zi,ba-zig[expend][-ø],MID.V.3-SG-S
r.3.1,mu,mu[year],N
r.3.2,en,en[priest],N
r.3.3,{d}inanna,Inanna[1][-ak][-ø],DN.GEN.ABS
r.3.4,ba-hun,ba-hug[hire][-ø],MID.V.3-SG-S
s1.col1.1.1,{d}szul-gi,Szulgir[1],RN
s1.col1.2.1,nita,nita[male],N
s1.col1.2.2,kal-ga,kalag[strong]-a,NF.V.PT
s1.col1.3.1,lugal,lugal[king],N
s1.col1.3.2,uri5{ki}-ma,Urim[1]-ak,SN.GEN
s1.col1.4.1,lugal,lugal[king],N
s1.col1.4.2,an-ub-da,anubda[quarter],N
s1.col1.4.3,limmu2-ba,limmu[four]-bi-ak[-ø],NU.3-SG-NH-POSS.GEN.ABS
s1.col2.1.1,lu2-du10-ga,Luduga[1],PN
s1.col2.2.1,dub-sar,dubsar[scribe],N
s1.col2.3.1,dumu,dumu[child],N
s1.col2.3.2,nigar{gar}-ki-du10,Nigarkidu[1][-ak][-ø],PN.GEN.ABS
s1.col2.4.1,ARAD2-zu,arad[slave]-zu[-ø],N.2-SG-POSS.ABS
o.1.1,1/3(disz),1/3(disz)[one],NU
o.1.2,ma-na,mana[unit],N
o.1.3,ku3-babbar,kugbabbar[silver],N
o.2.1,ku3,kug[silver],N
o.2.2,masz,masz[interest],N
o.2.3,a-sza3-ga,aszag[field]-ak,N.GEN
o.2.4,ku3-babbar,kugbabbar[silver],N
o.3.1,gi,gi[reed],N
o.3.2,sa10-sa10-de3,sa-sa[pay_for]-ed-e,NF.V.RDP.F.DAT-NH
o.4.1,ki,ki[place],N
o.4.2,a-kal-la-ta,Akala[1][-ak]-ta,PN.GEN.ABL
r.1.1,lugal-e2-mah-e,Lugalemahe[1][-e],PN.ERG
r.2.1,szu,szu[hand][-e],N.L3-NH
r.2.2,ba-ti,ba[-n]-teg[accept][-ø],MID.3-SG-H-A.V.3-SG-P
r.3.1,iti,iti[month],N
r.3.2,ezem-{d}szul-gi,Ezemszulgir[1][-'a],MN.L1
r.4.1,mu,mu[year],N
r.4.2,us2-sa,us[follow]-a,NF.V.PT
r.4.3,a-ra2,ara[times],N
r.4.4,3(disz@t)-kam,3(disz@t)[one]-ak-am,NU.GEN.COP-3-SG
r.4.5,si-mu-ru-um{ki},Simurrum[1][-ø],SN.ABS
r.4.6,ba-hul,ba-hulu[destroy][-ø],MID.V.3-SG-S
o.1.1,1/3(disz),1/3(disz)[one],NU
o.1.2,ma-na,mana[unit],N
o.1.3,2(disz),2(disz)[one],NU
o.1.4,1/2(disz),1/2(disz)[one],NU
o.1.5,gin2,gig[unit],N
o.1.6,2(u),2(u)[ten],NU
o.1.7,2(disz),2(disz)[one],NU
o.1.8,1/2(disz),1/2(disz)[one],NU
o.1.9,sze,sze[unit],N
o.1.10,ku3-babbar,kugbabbar[silver],N
o.2.1,masz,masz[interest],N
o.2.2,a-sza3-ga,aszag[field]-ak,N.GEN
o.3.1,a-sza3,aszag[field],N
o.3.2,me-en-kar2,Menkar[1][-ø],FN.ABS
o.4.1,ki,ki[place],N
o.4.2,szesz-kal-la,Szeszkala[1],PN
o.4.3,dumu,dumu[child],N
o.4.4,na-silim-ta,Nasilim[1][-ak][-ak]-ta,PN.GEN.GEN.ABL
r.1.1,da-da-ga,Dadaga[1][-e],PN.ERG
r.2.1,szu,szu[hand][-e],N.L3-NH
r.2.2,ba-ti,ba[-n]-teg[accept][-ø],MID.3-SG-H-A.V.3-SG-P
r.3.1,mu,mu[year],N
r.3.2,ki-masz{ki},Kimasz[1][-ø],SN.ABS
r.3.3,ba-hul,ba-hulu[destroy][-ø],MID.V.3-SG-S
o.1.1,ur-{d}namma,Urnamma[1],RN
o.2.1,lugal,lugal[king],N
o.2.2,uri5{ki}-ma,Urim[1]-ak,SN.GEN
o.3.1,lu2,lu[person],N
o.3.2,e2,e[house],N
o.3.3,{d}nanna,Nanna[1],DN
o.4.1,in-du3-a,i-n-du[build][-ø]-a,FIN.3-SG-H-A.V.3-SG-P.SUB
o.1.1,...,_[_],_
o.2.1,3(asz),3(asz)[one],NU
o.2.2,gur,gur[unit],N
o.2.3,ki,ki[place],N
o.2.4,...,_[_],_
o.3.1,2(asz),2(asz)[one],NU
o.3.2,1(barig),1(bariga)[unit],N
o.3.3,3(ban2),3(ban)[unit],N
o.3.4,sze,sze[unit],N
o.3.5,gur,gur[unit],N
o.3.6,ki,ki[place],N
o.3.7,a-du-mu,Adumu[1][-ak],PN.GEN
o.4.1,2(gesz2),2(gesz)[sixty],NU
o.4.2,gur,gur[unit],N
o.4.3,a-sza3,aszag[field],N
o.4.4,uku2-nu-ti-ta,Ukunuti[1]-ta,FN.ABL
o.5.1,kiszib3,kiszib[seal],N
o.5.2,gi-ne2,Gine[1],PN
o.5.3,ma2-lah5,malah[sailor][-ak],N.GEN
o.6.1,1(gesz2),1(gesz)[sixty],NU
o.6.2,gur,gur[unit],N
o.6.3,kiszib3,kiszib[seal],N
o.6.4,lugal-ku3-zu,Lugalkuzu[1],PN
o.6.5,dumu,dumu[child],N
o.6.6,gu-za-an-na,Guzayana[1][-ak][-ak],PN.GEN.GEN
o.7.1,1(gesz2),1(gesz)[sixty],NU
o.7.2,sze,sze[barley],N
o.7.3,gur,gur[unit],N
o.7.4,7(asz),7(asz)[one],NU
o.7.5,gig,gig[resin_type],N
o.7.6,gur,gur[unit],N
o.8.1,kiszib3,kiszib[seal],N
o.8.2,lu2-dingir-ra,Ludingira[1],PN
o.8.3,u3,u[and],CNJ
o.8.4,ur-{gesz}gigir,Urgigir[1],PN
o.8.5,nagar,nagar[carpenter][-ak],N.GEN
o.9.1,5(u),5(u)[ten],NU
o.9.2,gur,gur[unit],N
o.9.3,giri3,giri[foot],N
o.9.4,nimgir-an-ne2,Nimgirane[1][-ak],PN.GEN
o.9.5,kiszib3,kiszib[seal],N
o.9.6,ga-mu,Gamu[1][-ak],PN.GEN
o.10.1,|KI.AN|{ki}-ta,_[1]-ta,SN.ABL
o.11.1,n,_(_)[_],NU
o.11.2,sze,sze[barley],N
o.11.3,gur,gur[unit],N
o.12.1,3(ban2),3(ban)[unit],N
o.12.2,n,_(_)[_],NU
o.12.3,sila3,sila[unit],N
o.12.4,sze,sze[barley],N
o.12.5,gur,gur[unit],N
o.13.1,n,_(_)[_],NU
o.13.2,x-tug2,_[_],_
o.14.1,...,_[_],_
o.14.2,7(asz),7(asz)[one],NU
o.14.3,1(ban2),1(ban)[unit],N
o.14.4,...,_[_],_
o.14.5,lu2-igi,Lu'igi[1],PN
o.15.1,...,_[_],_
o.15.2,1(asz),1(asz)[one],NU
o.15.3,2(ban2),2(ban)[unit],N
o.15.4,5(disz),5(disz)[one],NU
o.15.5,sila3,sila[unit],N
o.15.6,nar-nita2,Narnita[1],PN
o.16.1,...,_[_],_
o.16.2,giri3-se3-ga,girsiga[attendant],N
o.16.3,{d}szara2,Szara[1],DN
o.16.4,umma{ki},Umma[1][-ak][-ak],SN.GEN.GEN
o.17.1,...,_[_],_
o.17.2,3(ban2),3(ban)[unit],N
o.17.3,giri3-se3-ga,girsiga[attendant],N
o.17.4,{d}nin-ur4-ra,Ninura[1][-ak],DN.GEN
o.18.1,n,_(_)[_],NU
o.18.2,geme2,geme[female_worker],N
o.18.3,kikken-na,kikken[miller]-ak,N.GEN
o.19.1,...,_[_],_
o.19.2,1(asz),1(asz)[one],NU
o.19.3,giri3,giri[foot],N
o.19.4,x,_[_],_
o.20.1,...,_[_],_
o.20.2,3(ban2),3(ban)[unit],N
o.20.3,5(disz),5(disz)[one],NU
o.20.4,sila3,sila[unit],N
o.20.5,x-nita2,_[1],PN
o.21.1,...,_[_],_
o.21.2,giri3-se3-ga,girsiga[attendant],N
o.21.3,{d}szul-gi-ra-me,Szulgir[1][-ak][-ø]-mesz,RN.GEN.ABS.COP-3-PL
o.22.1,...,_[_],_
o.22.2,2(ban2),2(ban)[unit],N
o.22.3,5(disz),5(disz)[one],NU
o.22.4,sila3,sila[unit],N
o.22.5,giri3-se3-ga,girsiga[attendant],N
o.22.6,{d}USZ-ka-limmu2,Uszkalimmu[1][-ak],DN.GEN
o.23.1,...,_[_],_
o.23.2,2(ban2),2(ban)[unit],N
o.23.3,giri3-se3-ga,girsiga[attendant],N
o.23.4,e2-esir,e'esir[house_of_bitumen][-ak],N.GEN
o.24.1,...,_[_],_
o.24.2,3(ban2),3(ban)[unit],N
o.24.3,sze-ba,szeba[ration],N
o.24.4,ad-kup4,adKID[basket_weaver][-ak],N.GEN
o.25.1,...,_[_],_
o.25.2,1(ban2),1(ban)[unit],N
o.25.3,dumu,dumu[child],N
o.25.4,lugal-inim-du10-ga,Lugalinimduga[1][-ak],PN.GEN
o.26.1,...,_[_],_
o.26.2,1(barig),1(bariga)[unit],N
o.26.3,sze-ba,szeba[ration],N
o.26.4,gab2-us2,gabus[shepherd_helper][-ak],N.GEN
r.1.1,...,_[_],_
r.1.2,5(asz),5(asz)[one],NU
r.1.3,5(disz),5(disz)[one],NU
r.1.4,sila3,sila[unit],N
r.1.5,sze-ba,szeba[ration],N
r.1.6,uku2-nu-ti-ta,Ukunuti[1]-ta,FN.ABL
r.2.1,...,_[_],_
r.2.2,n(ban2),_(ban)[unit],N
r.2.3,5(disz),5(disz)[one],NU
r.2.4,sila3,sila[unit],N
r.2.5,sze-ba,szeba[ration],N
r.2.6,geme2,geme[female_worker],N
r.2.7,kikken-na,kikken[miller]-ak,N.GEN
r.3.1,1(asz),1(asz)[one],NU
r.3.2,5(ban2),5(ban)[unit],N
r.3.3,5(disz),5(disz)[one],NU
r.3.4,sila3,sila[unit],N
r.3.5,sze-ba,szeba[ration],N
r.3.6,ug3-IL2,uggaga[porter][-ak],N.GEN
r.4.1,n,_(_)[_],NU
r.4.2,a-pi-dingir,Apidingir[1],PN
r.5.1,n,_(_)[_],NU
r.5.2,4(barig),4(bariga)[unit],N
r.5.3,1(ban2),1(ban)[unit],N
r.5.4,gur,gur[unit],N
r.5.5,ki,ki[place],N
r.5.6,lugal-me-a,Lugalme'a[1],PN
r.6.1,...,_[_],_
r.6.2,5(ban2),5(ban)[unit],N
r.6.3,ziz2,ziz[emmer],N
r.6.4,ur-{d}iszkur,Uriszkur[1],PN
r.7.1,n,_(_)[_],NU
r.7.2,n(barig),_(barig)[unit],N
r.7.3,1(ban2),1(ban)[unit],N
r.7.4,gur,gur[unit],N
r.7.5,ki,ki[place],N
r.7.6,a-ab-ba-mu,Ayabbamu[1],PN
r.8.1,...,_[_],_
r.8.2,4(ban2),4(ban)[unit],N
r.8.3,sze-ba,szeba[ration],N
r.8.4,sag-ku3,Sagku[1][-ak],PN.GEN
r.9.1,...,_[_],_
r.9.2,1(ban2),1(ban)[unit],N
r.9.3,sze-ba,szeba[ration],N
r.9.4,...-du,_[_],_
r.10.1,...,_[_],_
r.10.2,n(barig),_(barig)[unit],N
r.10.3,sze-ba,szeba[ration],N
r.10.4,...-lu2,_[_],_
r.11.1,...,_[_],_
r.11.2,4(disz),4(disz)[one],NU
r.11.3,sila3,sila[unit],N
r.11.4,sze-ba,szeba[ration],N
r.11.5,lu2,lu[person],N
r.11.6,azlag2,azlag[fuller][-ak],N.GEN
r.12.1,...,_[_],_
r.12.2,x-x-mu,_[_],_
r.13.1,n,_(_)[_],NU
r.13.2,x,_[_],_
r.13.3,ganun-ta,ganun[storehouse]-ta,N.ABL
r.14.1,...-lu2,_[_],_
r.15.1,kiszib3-bi,kiszib[seal]-bi[-ø],N.3-SG-NH-POSS.ABS
r.15.2,2(disz),2(disz)[one],NU
r.15.3,kiszib3,kiszib[seal],N
r.15.4,sag-ku5,Sagku[1][-ak][-ø],PN.GEN.ABS
r.16.1,1(asz),1(asz)[one],NU
r.16.2,3(barig),3(bariga)[unit],N
r.16.3,gur,gur[unit],N
r.16.4,kiszib3,kiszib[seal],N
r.16.5,ga-a-me,Gayame[1][-ak],PN.GEN
r.17.1,kiszib3,kiszib[seal],N
r.17.2,u3-ma-ni,Umani[1],PN
r.17.3,dub-sar,dubsar[scribe][-ak],N.GEN
r.18.1,1(asz),1(asz)[one],NU
r.18.2,3(ban2),3(ban)[unit],N
r.18.3,sze-ba,szeba[ration],N
r.18.4,gur,gur[unit],N
r.19.1,1(barig),1(bariga)[unit],N
r.19.2,2(ban2),2(ban)[unit],N
r.19.3,sze,sze[barley],N
r.19.4,ur5-ra,urra[loan],N
r.19.5,kiszib3,kiszib[seal],N
r.19.6,ga-a-me,Gayame[1][-ak],PN.GEN
r.20.1,kiszib3,kiszib[seal],N
r.20.2,x-x-x,_[1][-ak],PN.GEN
r.21.1,1(asz),1(asz)[one],NU
r.21.2,1(ban2),1(ban)[unit],N
r.21.3,gur,gur[unit],N
r.21.4,kiszib3,kiszib[seal],N
r.21.5,ga-a-me,Gayame[1][-ak],PN.GEN
r.22.1,kiszib3,kiszib[seal],N
r.22.2,lugal-dingir-ra,Lugaldingira[1],PN
r.22.3,dub-sar,dubsar[scribe][-ak],N.GEN
r.23.1,szunigin,szunigin[total],N
r.23.2,2(gesz'u),2(gesz'u)[six_hundred],NU
r.23.3,2(gesz2),2(gesz)[sixty],NU
r.23.4,4(u),4(u)[ten],NU
r.23.5,3(asz),3(asz)[one],NU
r.23.6,4(barig),4(bariga)[unit],N
r.23.7,4(ban2),4(ban)[unit],N
